Restaurants_Name,photos_count,stars,review_count,distance_km,address,hours,attributes,categories,euros,main_category
ShisoBurger,267.0,4.0,297.0,,Auguststr. 29 c10119 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Many Vegetarian Options",Burgers,,Restaurant
FeelSeoulGood,14.0,4.5,13.0,3.577821641616862,Husemannstr. 210435 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","Outdoor Seating,TV",Korean,,Restaurant
Refugium,40.0,4.0,30.0,2.1041755042075803,Gendarmenmarkt 510117 Berlin,"{'Monday': '11:00 AM - 1:30 AM (Next day)', 'Tuesday': '11:00 AM - 1:30 AM (Next day)', 'Wednesday': '11:00 AM - 1:30 AM (Next day)', 'Thursday': '11:00 AM - 1:30 AM (Next day)', 'Friday': '11:00 AM - 1:30 AM (Next day)', 'Saturday': '11:00 AM - 1:30 AM (Next day)', 'Sunday': '11:00 AM - 1:30 AM (Next day)'}","Takes Reservations,No Delivery,No Takeout,Accepts Debit Cards","German,International",,Restaurant
Seaside,154.0,4.0,33.0,2.0372681898574676,Mohrenstr. 1710117 Berlin,"{'Monday': '12:00 PM - 10:00 PM', 'Tuesday': '12:00 PM - 10:00 PM', 'Wednesday': '12:00 PM - 10:00 PM', 'Thursday': '12:00 PM - 10:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '1:30 PM - 11:00 PM', 'Sunday': '1:30 PM - 10:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Seafood,,Restaurant
TaqueraTaCabrn,75.0,4.0,145.0,4.488038660227413,Skalitzer Str. 6010997 Berlin,"{'Monday': '1:00 PM - 11:00 PM', 'Tuesday': '1:00 PM - 11:00 PM', 'Wednesday': '1:00 PM - 11:00 PM', 'Thursday': '1:00 PM - 11:00 PM', 'Friday': '1:00 PM - 12:00 AM (Next day)', 'Saturday': '1:00 PM - 12:00 AM (Next day)', 'Sunday': '1:00 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating","Mexican,Dive Bars",,Restaurant
Schwiliko,51.0,4.0,32.0,6.149903015936084,Schlesische Str. 2910997 Berlin,"{'Monday': '5:00 PM - 12:00 AM (Next day)', 'Tuesday': '5:00 PM - 12:00 AM (Next day)', 'Wednesday': '5:00 PM - 12:00 AM (Next day)', 'Thursday': '5:00 PM - 12:00 AM (Next day)', 'Friday': '5:00 PM - 12:00 AM (Next day)', 'Saturday': '5:00 PM - 12:00 AM (Next day)', 'Sunday': '5:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Georgian,,
LouisAlfons,15.0,4.5,14.0,2.202253156873866,Gerichtstr. 6013347 Berlin,"{'Monday': '12:00 PM - 10:00 PM', 'Tuesday': '12:00 PM - 10:00 PM', 'Wednesday': '12:00 PM - 10:00 PM', 'Thursday': '12:00 PM - 10:00 PM', 'Friday': '12:00 PM - 10:30 PM', 'Saturday': '4:00 PM - 10:30 PM', 'Sunday': '4:00 PM - 10:00 PM'}","Takes Reservations,Offers Delivery,Offers Takeout,Accepts Debit Cards","Burgers,Steakhouses",,Restaurant
SaltnBone,57.0,4.5,39.0,3.732081177081457,Schliemannstr. 3110437 Berlin,"{'Monday': '6:00 PM - 11:00 PM', 'Tuesday': '6:00 PM - 11:00 PM', 'Wednesday': '6:00 PM - 11:00 PM', 'Thursday': '6:00 PM - 11:00 PM', 'Friday': '6:00 PM - 11:00 PM', 'Saturday': '5:00 PM - 11:00 PM', 'Sunday': '5:00 PM - 11:00 PM'}","Takes Reservations,No Delivery,No Takeout,Accepts Debit Cards","Gastro Pubs,Cocktail Bars",,Restaurant
NoodlePlus,,5.0,1.0,1.527694874135075,Hannah-Arendt-Str. 110117 Berlin,"{'Monday': '11:00 AM - 10:00 PM', 'Tuesday': '11:00 AM - 10:00 PM', 'Wednesday': '11:00 AM - 10:00 PM', 'Thursday': '11:00 AM - 10:00 PM', 'Friday': '11:00 AM - 10:00 PM', 'Saturday': '11:00 AM - 10:00 PM', 'Sunday': '11:00 AM - 10:00 PM'}",,Chinese,,Restaurant
Layla,26.0,4.5,9.0,2.9364223465020753,Hallesche Str. 1010963 Berlin,"{'Monday': '6:00 PM - 1:00 AM (Next day)', 'Tuesday': '6:00 PM - 1:00 AM (Next day)', 'Wednesday': '6:00 PM - 1:00 AM (Next day)', 'Thursday': '6:00 PM - 1:00 AM (Next day)', 'Friday': '6:00 PM - 1:00 AM (Next day)', 'Saturday': '6:00 PM - 1:00 AM (Next day)', 'Sunday': '6:00 PM - 1:00 AM (Next day)'}",TV,Middle Eastern,,
Tinman,18.0,4.5,4.0,,Alte Schönhauser Str. 210119 Berlin,"{'Monday': '8:00 AM - 6:00 PM', 'Tuesday': '8:00 AM - 6:00 PM', 'Wednesday': '8:00 AM - 6:00 PM', 'Thursday': '8:00 AM - 6:00 PM', 'Friday': '8:00 AM - 6:00 PM', 'Saturday': '9:00 AM - 6:00 PM', 'Sunday': '9:00 AM - 6:00 PM'}","Takes Reservations,No Delivery,Free Wi-Fi,TV","Cafes,Breakfast & Brunch,Sandwiches",,Restaurant
AsiaBistro,,5.0,1.0,,Cora-Berliner-Str. 210117 Berlin,{},,"Food Delivery,Pan Asian",,Restaurant
Dolores,153.0,4.0,523.0,2.7884745578566603,Rosa-Luxemburg-Str. 710178 Berlin,"{'Monday': '11:30 AM - 10:00 PM', 'Tuesday': '11:30 AM - 10:00 PM', 'Wednesday': '11:30 AM - 10:00 PM', 'Thursday': '11:30 AM - 10:00 PM', 'Friday': '11:30 AM - 10:00 PM', 'Saturday': '11:30 AM - 10:00 PM', 'Sunday': '1:00 PM - 10:00 PM'}","Offers Takeout,No Reservations,No Delivery,Vegan Options",Mexican,,Restaurant
NaNum,24.0,4.5,4.0,2.971116672857384,Lindenstr. 9010969 Berlin,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '12:00 PM - 2:30 PM', 'Thursday': '12:00 PM - 2:30 PM', 'Friday': '12:00 PM - 2:30 PM', 'Saturday': '6:00 PM - 10:30 PM', 'Sunday': 'Closed'}","Takes Reservations,No Delivery,No Takeout,Accepts Debit Cards","Korean,Themed Cafes",,Restaurant
StndigeVertretung,205.0,4.0,180.0,1.232629293411001,Schiffbauerdamm 810117 Berlin,"{'Monday': '10:00 AM - 1:00 AM (Next day)', 'Tuesday': '10:00 AM - 1:00 AM (Next day)', 'Wednesday': '10:00 AM - 1:00 AM (Next day)', 'Thursday': '10:00 AM - 1:00 AM (Next day)', 'Friday': '10:00 AM - 1:00 AM (Next day)', 'Saturday': '10:00 AM - 1:00 AM (Next day)', 'Sunday': '10:00 AM - 1:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",German,,Restaurant
Sabzi,16.0,4.5,18.0,1.0035610929219794,Luisenstr. 1510117 Berlin,"{'Monday': '11:30 AM - 4:00 PM', 'Tuesday': '11:30 AM - 4:00 PM', 'Wednesday': '11:30 AM - 4:00 PM', 'Thursday': '11:30 AM - 4:00 PM', 'Friday': '11:30 AM - 4:00 PM', 'Saturday': 'Closed', 'Sunday': 'Closed'}","Offers Takeout,No Reservations,No Delivery,Moderate Noise","Oriental,Takeaway & Fast Food,Middle Eastern",,Restaurant
ThaiWindowAsia,38.0,4.5,61.0,2.2075477310561364,Torstr. 2210119 Berlin,"{'Monday': '11:00 AM - 11:00 PM', 'Tuesday': '11:00 AM - 11:00 PM', 'Wednesday': '11:00 AM - 11:00 PM', 'Thursday': '11:00 AM - 11:00 PM', 'Friday': '11:00 AM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Many Vegetarian Options",Thai,,Restaurant
Saeson,10.0,4.5,3.0,2.2160633155699143,Potsdamer Str. 6710785 Berlin,"{'Monday': '12:00 PM - 2:00 PM', 'Tuesday': '12:00 PM - 2:00 PM', 'Wednesday': '12:00 PM - 2:00 PM', 'Thursday': '12:00 PM - 2:00 PM', 'Friday': '12:00 PM - 2:00 PM', 'Saturday': '12:00 PM - 2:00 PM', 'Sunday': 'Closed'}",,Scandinavian,,
Agora,18.0,5.0,1.0,3.746531829786288,Annenstr. 1310179 Berlin,"{'Monday': 'Closed', 'Tuesday': '12:00 PM - 1:00 AM (Next day)', 'Wednesday': '12:00 PM - 1:00 AM (Next day)', 'Thursday': '12:00 PM - 1:00 AM (Next day)', 'Friday': '12:00 PM - 1:00 AM (Next day)', 'Saturday': '12:00 PM - 1:00 AM (Next day)', 'Sunday': '12:00 PM - 1:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,TV",Mediterranean,,Restaurant
Kourosh,51.0,4.5,19.0,,Lietzenburger Str. 20 b10789 Berlin,"{'Monday': '11:00 AM - 12:00 AM (Next day)', 'Tuesday': '11:00 AM - 12:00 AM (Next day)', 'Wednesday': '11:00 AM - 12:00 AM (Next day)', 'Thursday': '11:00 AM - 12:00 AM (Next day)', 'Friday': '11:00 AM - 12:00 AM (Next day)', 'Saturday': '11:00 AM - 12:00 AM (Next day)', 'Sunday': '11:00 AM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Good for Groups","Persian/Iranian,Oriental",,Restaurant
Hangmee,42.0,4.0,30.0,7.191775565077348,Boxhagener Str. 10810245 Berlin,{},"Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Laotian,Thai",,Restaurant
ThePoutineKitchen,4.0,5.0,4.0,2.092516768071671,Arminiusstr. 2 - 410551 Berlin,"{'Monday': '5:00 PM - 9:00 PM', 'Tuesday': '12:00 PM - 9:00 PM', 'Wednesday': '12:00 PM - 9:00 PM', 'Thursday': '12:00 PM - 10:00 PM', 'Friday': '12:00 PM - 10:00 PM', 'Saturday': '12:00 PM - 10:00 PM', 'Sunday': 'Closed'}",,Takeaway & Fast Food,,Restaurant
PretAManger,22.0,4.5,8.0,,Europaplatz 110557 Berlin,{},"Free Wi-Fi,Accepts Debit Cards","Coffee & Tea Shops,Breakfast & Brunch,Sandwiches",,Restaurant
Marral,41.0,4.5,69.0,2.2075477310561364,Torstr. 22210115 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '5:00 PM - 11:00 PM', 'Sunday': 'Closed'}","Takes Reservations,Offers Takeout,No Delivery,Limited Vegetarian Options",Middle Eastern,,
LuckyStar,36.0,4.0,64.0,1.512768716541748,Friedrichstr.12710117 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '5:00 PM - 12:00 AM (Next day)', 'Sunday': '5:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Delivery,Offers Takeout,Accepts Debit Cards",Chinese,,Restaurant
Naninka,27.0,5.0,9.0,2.092516768071671,Arminiusstr. 2 - 410551 Berlin,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '5:00 PM - 10:00 PM', 'Thursday': '5:00 PM - 10:00 PM', 'Friday': '5:00 PM - 10:00 PM', 'Saturday': '12:00 PM - 10:00 PM', 'Sunday': 'Closed'}","Takes Reservations,Offers Takeout,No Delivery,Many Vegetarian Options",Peruvian,,
ULTRamen,26.0,4.0,18.0,2.684922838217811,Schulstr. 2913347 Berlin,"{'Monday': 'Closed', 'Tuesday': '6:00 PM - 11:00 PM', 'Wednesday': '6:00 PM - 11:00 PM', 'Thursday': '6:00 PM - 11:00 PM', 'Friday': '6:00 PM - 11:00 PM', 'Saturday': '6:00 PM - 11:00 PM', 'Sunday': '6:00 PM - 11:00 PM'}","No Delivery,Moderate Noise,Good for Groups,Waiter Service",Ramen,,Restaurant
Mogg,129.0,4.0,110.0,2.076550991700509,Auguststr. 11 - 1310117 Berlin,"{'Monday': '11:00 AM - 10:00 PM', 'Tuesday': '11:00 AM - 10:00 PM', 'Wednesday': '11:00 AM - 10:00 PM', 'Thursday': '11:00 AM - 10:00 PM', 'Friday': '11:00 AM - 10:00 PM', 'Saturday': '10:00 AM - 10:00 PM', 'Sunday': '10:00 AM - 10:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Many Vegetarian Options","American (Traditional),Sandwiches",,Restaurant
GutenDag,19.0,4.5,24.0,4.383546359195335,Schönhauser Allee 12010437 Berlin,{},"Offers Takeout,No Reservations,No Delivery,Outdoor Seating","Korean,Chicken Shop",,Restaurant
Mani,46.0,4.5,51.0,2.2075477310561364,Torstr. 13610119 Berlin,"{'Monday': '12:00 PM - 3:00 PM', 'Tuesday': '12:00 PM - 3:00 PM', 'Wednesday': '12:00 PM - 3:00 PM', 'Thursday': '12:00 PM - 3:00 PM', 'Friday': '12:00 PM - 3:00 PM', 'Saturday': '7:00 PM - 11:00 PM', 'Sunday': 'Closed'}","Takes Reservations,No Delivery,No Takeout,Accepts Debit Cards",Mediterranean,,Restaurant
Jolly,155.0,4.0,81.0,,Kupfergraben 4/4A10117 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Pan Asian,Chinese",,Restaurant
MustafasGemseKebap,545.0,4.0,1073.0,4.421702440360162,Mehringdamm 3210961 Berlin,"{'Monday': '8:00 AM - 12:00 PM', 'Tuesday': '8:00 AM - 12:00 PM', 'Wednesday': '8:00 AM - 12:00 PM', 'Thursday': '8:00 AM - 12:00 PM', 'Friday': '8:00 AM - 12:00 PM', 'Saturday': '8:00 AM - 12:00 PM', 'Sunday': '8:00 AM - 12:00 PM'}","Offers Takeout,No Reservations,No Delivery,Vegan Options","Food Stands,Kebab",,Restaurant
,36.0,4.5,17.0,0.916061733342709,Habersaathstr. 5210115 Berlin,"{'Monday': '11:30 AM - 11:00 PM', 'Tuesday': '11:30 AM - 11:00 PM', 'Wednesday': '11:30 AM - 11:00 PM', 'Thursday': '11:30 AM - 11:00 PM', 'Friday': '11:30 AM - 11:00 PM', 'Saturday': '12:30 PM - 11:00 PM', 'Sunday': '12:30 PM - 11:00 PM'}","Offers Delivery,Offers Takeout,Vegan Options,Many Vegetarian Options",Vietnamese,,Restaurant
PanAfricaRestaurant,36.0,4.5,16.0,7.83984075101122,Kirchhofstr. 4112055 Berlin,"{'Monday': 'Closed', 'Tuesday': '5:00 PM - 12:00 AM (Next day)', 'Wednesday': '5:00 PM - 12:00 AM (Next day)', 'Thursday': '5:00 PM - 12:00 AM (Next day)', 'Friday': '5:00 PM - 12:00 AM (Next day)', 'Saturday': '5:00 PM - 12:00 AM (Next day)', 'Sunday': '5:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Delivery,Offers Takeout,Accepts Debit Cards",African,,Restaurant
BerlinerPfannkuchen,19.0,5.0,1.0,9.096445516608041,Sophienstr. 30 - 3110178 Berlin,"{'Monday': '9:00 AM - 6:30 PM', 'Tuesday': '9:00 AM - 6:30 PM', 'Wednesday': '9:00 AM - 6:30 PM', 'Thursday': '9:00 AM - 6:30 PM', 'Friday': '9:00 AM - 6:30 PM', 'Saturday': '10:00 AM - 6:30 PM', 'Sunday': '10:00 AM - 6:30 PM'}","Offers Takeout,Many Vegetarian Options,Free Wi-Fi","Cafes,Pancakes",,Restaurant
SteakhouseAsador,110.0,4.5,230.0,1.2763675836723045,Wilhelmstr. 2210963 Berlin,"{'Monday': '4:00 PM - 12:00 AM (Next day)', 'Tuesday': '4:00 PM - 12:00 AM (Next day)', 'Wednesday': '4:00 PM - 12:00 AM (Next day)', 'Thursday': '4:00 PM - 12:00 AM (Next day)', 'Friday': '4:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Steakhouses,,Restaurant
Gogogi,62.0,4.0,33.0,2.365596468007627,Weinbergsweg 2410119 Berlin,"{'Monday': '12:00 PM - 4:00 PM', 'Tuesday': '12:00 PM - 4:00 PM', 'Wednesday': '12:00 PM - 4:00 PM', 'Thursday': '12:00 PM - 4:00 PM', 'Friday': '12:00 PM - 4:00 PM', 'Saturday': '6:00 PM - 12:00 AM (Next day)', 'Sunday': '6:00 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Korean,,Restaurant
FRAI,7.0,5.0,6.0,,Budapester Str. 38 - 501. OG10787 Berlin,"{'Monday': '10:00 AM - 8:30 PM', 'Tuesday': '10:00 AM - 8:30 PM', 'Wednesday': '10:00 AM - 8:30 PM', 'Thursday': '10:00 AM - 8:30 PM', 'Friday': '10:00 AM - 8:30 PM', 'Saturday': '10:00 AM - 8:30 PM', 'Sunday': 'Closed'}","Offers Takeout,No Reservations,No Delivery,Accepts Debit Cards",Restaurants,,
TheLastMorningOnEarth,32.0,4.5,2.0,6.671397061326294,Karl-Marx-Str. 5512043 Berlin,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': 'Closed', 'Thursday': 'Closed', 'Friday': 'Closed', 'Saturday': '11:00 AM - 5:00 PM', 'Sunday': '11:00 AM - 5:00 PM'}",Classy,"Breakfast & Brunch,Pop-Up Restaurants",,Restaurant
OishiiHotDog,82.0,4.0,42.0,4.383546359195335,Schönhauser Allee 6510437 Berlin,"{'Monday': 'Closed', 'Tuesday': '12:00 PM - 9:00 PM', 'Wednesday': '12:00 PM - 9:00 PM', 'Thursday': '12:00 PM - 9:00 PM', 'Friday': '12:00 PM - 9:00 PM', 'Saturday': '12:00 PM - 9:00 PM', 'Sunday': '2:00 PM - 9:00 PM'}","Offers Delivery,Offers Takeout,No Reservations,Outdoor Seating","Hot Dogs,Takeaway & Fast Food",,Restaurant
Matreshka,93.0,4.5,182.0,7.191775565077348,Boxhagener Str. 6010245 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Many Vegetarian Options","Russian,Ukranian",,
SafariImbiss,10.0,4.5,11.0,3.246214236694273,Müllerstr. 14313353 Berlin,"{'Monday': '11:00 AM - 11:00 PM', 'Tuesday': '11:00 AM - 11:00 PM', 'Wednesday': '11:00 AM - 11:00 PM', 'Thursday': '11:00 AM - 11:00 PM', 'Friday': '11:00 AM - 11:00 PM', 'Saturday': '11:00 AM - 11:00 PM', 'Sunday': 'Closed'}","Offers Takeout,No Reservations,No Delivery,Casual","African,Food Stands",,Restaurant
Asteria,93.0,4.5,119.0,4.383546359195335,Schönhauser Allee 14310435 Berlin,"{'Monday': '4:00 PM - 1:00 AM (Next day)', 'Tuesday': '4:00 PM - 1:00 AM (Next day)', 'Wednesday': '4:00 PM - 1:00 AM (Next day)', 'Thursday': '4:00 PM - 1:00 AM (Next day)', 'Friday': '4:00 PM - 1:00 AM (Next day)', 'Saturday': '1:00 PM - 1:00 AM (Next day)', 'Sunday': '1:00 PM - 1:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Greek,,Restaurant
Benedict,362.0,4.0,133.0,3.7848638371280527,Uhlandstr. 4910719 Berlin,"{'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours'}","No Reservations,No Delivery,No Takeout,Accepts Debit Cards","Breakfast & Brunch,International",,Restaurant
BirdhouseImbiss,,5.0,1.0,1.0469719453652797,Heidestr. 5810557 Berlin,"{'Monday': '8:00 AM - 4:00 PM', 'Tuesday': '8:00 AM - 4:00 PM', 'Wednesday': '8:00 AM - 4:00 PM', 'Thursday': '8:00 AM - 4:00 PM', 'Friday': '8:00 AM - 4:00 PM', 'Saturday': 'Closed', 'Sunday': 'Closed'}",,Food Stands,,Restaurant
honiggelb,7.0,4.5,2.0,2.63979656020375,Turmstr. 1010559 Berlin,"{'Monday': 'Closed', 'Tuesday': '11:00 AM - 5:00 PM', 'Wednesday': '11:00 AM - 5:00 PM', 'Thursday': '11:00 AM - 5:00 PM', 'Friday': '11:00 AM - 5:00 PM', 'Saturday': '10:00 AM - 6:00 PM', 'Sunday': 'Closed'}",,"Cafes,Breakfast & Brunch,Bagels",,Restaurant
Maroush,29.0,4.0,122.0,4.243435547931817,Adalbertstr. 9310999 Berlin,"{'Monday': '11:00 AM - 2:00 AM (Next day)', 'Tuesday': '11:00 AM - 2:00 AM (Next day)', 'Wednesday': '11:00 AM - 2:00 AM (Next day)', 'Thursday': '11:00 AM - 2:00 AM (Next day)', 'Friday': '11:00 AM - 2:00 AM (Next day)', 'Saturday': '11:00 AM - 2:00 AM (Next day)', 'Sunday': '11:00 AM - 2:00 AM (Next day)'}","Offers Takeout,No Reservations,No Delivery,Outdoor Seating",Lebanese,,Restaurant
GoodTime,157.0,4.0,222.0,2.291064366317435,Hausvogteiplatz 1110117 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Indonesian,Thai",,Restaurant
GiaHan,13.0,4.5,17.0,2.5105550798606147,Reinickendorfer Str. 1313347 Berlin,"{'Monday': '11:00 AM - 9:00 PM', 'Tuesday': '11:00 AM - 4:00 PM', 'Wednesday': '11:00 AM - 9:00 PM', 'Thursday': '11:00 AM - 9:00 PM', 'Friday': '11:00 AM - 9:00 PM', 'Saturday': 'Closed', 'Sunday': '12:00 PM - 9:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating","Pan Asian,Sushi",,Restaurant
Merhaba,8.0,4.5,37.0,18.545294164922712,Greifswalderstr. 410405 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '6:00 PM - 12:00 AM (Next day)', 'Sunday': '6:00 PM - 12:00 AM (Next day)'}","Takes Reservations,No Delivery,Outdoor Seating,Classy","Mediterranean,Oriental",,Restaurant
Tigertrtchen,127.0,4.5,57.0,2.731298310981923,Spandauer Str. 2510178 Berlin,"{'Monday': '11:00 AM - 6:00 PM', 'Tuesday': '11:00 AM - 6:00 PM', 'Wednesday': '11:00 AM - 6:00 PM', 'Thursday': '11:00 AM - 6:00 PM', 'Friday': '11:00 AM - 6:00 PM', 'Saturday': '11:00 AM - 6:00 PM', 'Sunday': '11:00 AM - 6:00 PM'}","Takes Reservations,Offers Delivery,Offers Takeout,Accepts Debit Cards","Cafes,Cupcakes,Cake Shop & Patisserie Shops",,Restaurant
HermannEicke,,4.5,24.0,2.828065926481498,Brunnenstr. 4510115 Berlin,"{'Monday': '9:00 AM - 7:00 PM', 'Tuesday': '9:00 AM - 7:00 PM', 'Wednesday': '9:00 AM - 7:00 PM', 'Thursday': '9:00 AM - 7:00 PM', 'Friday': '9:00 AM - 7:00 PM'}","Offers Takeout,No Reservations,No Delivery,Outdoor Seating",Cafes,,Restaurant
BerlinCapitalClub,15.0,5.0,16.0,2.0372681898574676,Mohrenstr. 3010117 Berlin,"{'Monday': '8:00 AM - 12:00 AM (Next day)', 'Tuesday': '8:00 AM - 12:00 AM (Next day)', 'Wednesday': '8:00 AM - 12:00 AM (Next day)', 'Thursday': '8:00 AM - 12:00 AM (Next day)', 'Friday': '8:00 AM - 12:00 AM (Next day)', 'Saturday': 'Closed', 'Sunday': 'Closed'}","No Reservations,No Delivery,Not Good For Kids","Social Clubs,Lounges,German",,Restaurant
Mabuhay,143.0,4.5,111.0,2.5398015253641715,Köthener Str. 2810963 Berlin,"{'Monday': '12:00 PM - 3:00 PM', 'Tuesday': '12:00 PM - 3:00 PM', 'Wednesday': '12:00 PM - 3:00 PM', 'Thursday': '12:00 PM - 3:00 PM', 'Friday': '12:00 PM - 3:00 PM', 'Saturday': '5:00 PM - 9:30 PM', 'Sunday': 'Closed'}","Takes Reservations,Offers Takeout,No Delivery,Many Vegetarian Options","Indonesian,Pan Asian",,
TukTuk,69.0,4.0,56.0,3.8350636349967866,Großgörschenstr. 210827 Berlin,"{'Monday': '5:00 PM - 10:00 PM', 'Tuesday': '5:00 PM - 10:00 PM', 'Wednesday': '5:00 PM - 10:00 PM', 'Thursday': '5:00 PM - 11:00 PM', 'Friday': 'Closed', 'Saturday': '5:00 PM - 11:00 PM', 'Sunday': '5:00 PM - 10:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating",Indonesian,,
GodeWind,31.0,5.0,5.0,8.957792529235729,Gustav-Holzmann-Str. 1010317 Berlin,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '5:30 PM - 10:00 PM', 'Thursday': '5:30 PM - 10:00 PM', 'Friday': '5:30 PM - 10:00 PM', 'Saturday': '12:00 PM - 10:00 PM', 'Sunday': '12:00 PM - 10:00 PM'}","Takes Reservations,No Delivery,No Takeout,Accepts Debit Cards","Seafood,Venues & Event Spaces",,Restaurant
CafMori,16.0,4.5,27.0,5.05427971826074,Wiener Str. 1310999 Berlin,"{'Monday': 'Closed', 'Tuesday': '12:00 PM - 6:00 PM', 'Wednesday': '12:00 PM - 6:00 PM', 'Thursday': '12:00 PM - 6:00 PM', 'Friday': '12:00 PM - 6:00 PM', 'Saturday': '12:00 PM - 6:00 PM', 'Sunday': '12:00 PM - 6:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Vegan Options","Brazilian,Cafes",,Restaurant
